module_name,module,method,full_path,handler,file,websocket,auth,direct_resource,notes
系统设置,system_settings/v1,POST,/apis/v1/system-settings/assets/:config_key,h.uploadAsset,internal/apis/system_settings/v1/router.go,否,JWT（dev 环境跳过）,SystemSettings ConfigMap/Secret 及资产,
系统设置,system_settings/v1,GET,/apis/v1/system-settings/public,h.listPublicSettings,internal/apis/system_settings/v1/router.go,否,JWT（dev 环境跳过）,SystemSettings ConfigMap/Secret 及资产,
平台许可,platform_license/v1,GET,/apis/v1/platform-license/status,h.status,internal/apis/platform_license/v1/router.go,否,JWT（dev 环境跳过）,License 状态 ConfigMap、License Secret、Cluster,
平台许可,platform_license/v1,POST,/apis/v1/platform-license/install,h.install,internal/apis/platform_license/v1/router.go,否,JWT（dev 环境跳过）,License Secret,
统计,statistics/v1,GET,/apis/backuprestorestatistics.testudo.softcdata.com/v1/autobackups/execution-summary,h.GetAutoBackupExecutionSummary,internal/apis/statistics/v1/router.go,否,JWT（dev 环境跳过）,BackupRestoreStatistics、AppBackup、AppRestore、DisasterOperation、DisasterInstance、DisasterPolicy,
统计,statistics/v1,GET,/apis/backuprestorestatistics.testudo.softcdata.com/v1/backups,h.GetBackupStatistics,internal/apis/statistics/v1/router.go,否,JWT（dev 环境跳过）,BackupRestoreStatistics、AppBackup、AppRestore、DisasterOperation、DisasterInstance、DisasterPolicy,
统计,statistics/v1,GET,/apis/backuprestorestatistics.testudo.softcdata.com/v1/backups/success-rate,h.GetBackupSuccessRate,internal/apis/statistics/v1/router.go,否,JWT（dev 环境跳过）,BackupRestoreStatistics、AppBackup、AppRestore、DisasterOperation、DisasterInstance、DisasterPolicy,
统计,statistics/v1,GET,/apis/backuprestorestatistics.testudo.softcdata.com/v1/instances,h.GetInstanceStatistics,internal/apis/statistics/v1/router.go,否,JWT（dev 环境跳过）,BackupRestoreStatistics、AppBackup、AppRestore、DisasterOperation、DisasterInstance、DisasterPolicy,
统计,statistics/v1,GET,/apis/backuprestorestatistics.testudo.softcdata.com/v1/operations,h.GetOperationStatistics,internal/apis/statistics/v1/router.go,否,JWT（dev 环境跳过）,BackupRestoreStatistics、AppBackup、AppRestore、DisasterOperation、DisasterInstance、DisasterPolicy,
统计,statistics/v1,GET,/apis/backuprestorestatistics.testudo.softcdata.com/v1/operations/by-time,h.GetOperationStatisticsByTime,internal/apis/statistics/v1/router.go,否,JWT（dev 环境跳过）,BackupRestoreStatistics、AppBackup、AppRestore、DisasterOperation、DisasterInstance、DisasterPolicy,
统计,statistics/v1,GET,/apis/backuprestorestatistics.testudo.softcdata.com/v1/restores,h.GetRestoreStatistics,internal/apis/statistics/v1/router.go,否,JWT（dev 环境跳过）,BackupRestoreStatistics、AppBackup、AppRestore、DisasterOperation、DisasterInstance、DisasterPolicy,
统计,statistics/v1,GET,/apis/backuprestorestatistics.testudo.softcdata.com/v1/storage,h.GetStorageStatistics,internal/apis/statistics/v1/router.go,否,JWT（dev 环境跳过）,BackupRestoreStatistics、AppBackup、AppRestore、DisasterOperation、DisasterInstance、DisasterPolicy,
统计,statistics/v1,GET,/apis/backuprestorestatistics.testudo.softcdata.com/v1/tasks/progress,h.GetTaskProgressTrend,internal/apis/statistics/v1/router.go,否,JWT（dev 环境跳过）,BackupRestoreStatistics、AppBackup、AppRestore、DisasterOperation、DisasterInstance、DisasterPolicy,
集群管理,disaster_cluster/v1,GET,/apis/cluster.testudo.softcdata.com/v1/clusters,c.clusters,internal/apis/disaster_cluster/v1/router.go,否,JWT（dev 环境跳过）,Cluster,
集群管理,disaster_cluster/v1,POST,/apis/cluster.testudo.softcdata.com/v1/clusters,c.createCluster,internal/apis/disaster_cluster/v1/router.go,否,JWT（dev 环境跳过）,Cluster,
集群管理,disaster_cluster/v1,DELETE,/apis/cluster.testudo.softcdata.com/v1/clusters/:name,c.deleteCluster,internal/apis/disaster_cluster/v1/router.go,否,JWT（dev 环境跳过）,Cluster,
集群管理,disaster_cluster/v1,GET,/apis/cluster.testudo.softcdata.com/v1/clusters/:name,c.cluster,internal/apis/disaster_cluster/v1/router.go,否,JWT（dev 环境跳过）,Cluster,
集群管理,disaster_cluster/v1,PATCH,/apis/cluster.testudo.softcdata.com/v1/clusters/:name,c.patchCluster,internal/apis/disaster_cluster/v1/router.go,否,JWT（dev 环境跳过）,Cluster,
集群管理,disaster_cluster/v1,POST,/apis/cluster.testudo.softcdata.com/v1/clusters/:name/actions/refresh-namespaces,c.refreshNamespaces,internal/apis/disaster_cluster/v1/router.go,否,JWT（dev 环境跳过）,Cluster,
集群管理,disaster_cluster/v1,GET,/apis/cluster.testudo.softcdata.com/v1/clusters/:name/protected-namespaces,c.protectedNamespaces,internal/apis/disaster_cluster/v1/router.go,否,JWT（dev 环境跳过）,Cluster,
集群管理,disaster_cluster/v1,GET,/apis/cluster.testudo.softcdata.com/v1/clusters/:name/restore-classes,c.listRestoreClasses,internal/apis/disaster_cluster/v1/router.go,否,JWT（dev 环境跳过）,Cluster,
集群管理,disaster_cluster/v1,GET,/apis/cluster.testudo.softcdata.com/v1/clusters/:name/validate,c.validateCluster,internal/apis/disaster_cluster/v1/router.go,否,JWT（dev 环境跳过）,Cluster,
集群管理,disaster_cluster/v1,POST,/apis/cluster.testudo.softcdata.com/v1/clusters/kubeconfig/validate,c.validateKubeConfig,internal/apis/disaster_cluster/v1/router.go,否,JWT（dev 环境跳过）,Cluster,
集群管理,disaster_cluster/v1,GET,/apis/cluster.testudo.softcdata.com/v1/clusters/names,c.clusterNames,internal/apis/disaster_cluster/v1/router.go,否,JWT（dev 环境跳过）,Cluster,
集群管理,disaster_cluster/v1,GET,/apis/cluster.testudo.softcdata.com/v1/watch/clusters,c.watchClusters,internal/apis/disaster_cluster/v1/router.go,是,JWT（dev 环境跳过）,Cluster,
集群管理,disaster_cluster/v1,GET,/apis/cluster.testudo.softcdata.com/v1/watch/clusters/:name,c.watchCluster,internal/apis/disaster_cluster/v1/router.go,是,JWT（dev 环境跳过）,Cluster,
